date_time,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,Location,date,Population,Density (people/km²),Urbanization (%),Average Income (USD),Education Level (% with Bachelor's or higher),Altitude (m),Proximity to Industry (km)
2024-01-01 12:00:00,2,660.9,26.38,22.96,0.16,29.09,19.13,24.6,4.94,Lima,2024-01-01,9674755,3220,81,4500,15,1540,1.5
2024-01-02 12:00:00,2,667.57,24.14,24.68,0.23,27.66,20.75,30.84,5.64,Lima,2024-01-02,9674755,3220,81,4500,15,1540,1.5
2024-01-03 12:00:00,2,440.6,9.16,25.7,0.46,34.33,13.89,22.33,3.07,Lima,2024-01-03,9674755,3220,81,4500,15,1540,1.5
2024-01-04 12:00:00,2,587.46,16.54,29.13,0.25,28.13,17.29,27.6,4.88,Lima,2024-01-04,9674755,3220,81,4500,15,1540,1.5
2024-01-05 12:00:00,3,1094.82,54.54,29.47,0.08,39.1,34.73,45.9,12.67,Lima,2024-01-05,9674755,3220,81,4500,15,1540,1.5
2024-01-06 12:00:00,2,587.46,21.01,28.45,0.83,28.13,22.68,36.92,3.8,Lima,2024-01-06,9674755,3220,81,4500,15,1540,1.5
2024-01-07 12:00:00,2,377.18,3.63,26.73,4.74,23.37,12.99,22.06,2.15,Lima,2024-01-07,9674755,3220,81,4500,15,1540,1.5
2024-01-08 12:00:00,2,554.08,17.66,26.05,0.52,37.67,18.67,28.99,4.75,Lima,2024-01-08,9674755,3220,81,4500,15,1540,1.5
2024-01-10 12:00:00,2,473.98,10.84,27.08,1.29,37.67,15.6,23.91,3.55,Lima,2024-01-10,9674755,3220,81,4500,15,1540,1.5
2024-01-11 12:00:00,2,560.76,15.42,32.9,1.72,43.87,22.49,34.13,4.12,Lima,2024-01-11,9674755,3220,81,4500,15,1540,1.5
2024-01-12 12:00:00,2,587.46,18.78,29.13,0.66,35.29,22.54,37.28,4.5,Lima,2024-01-12,9674755,3220,81,4500,15,1540,1.5
2024-01-13 12:00:00,3,841.14,37.55,27.76,0.27,30.28,26.84,37.76,9.25,Lima,2024-01-13,9674755,3220,81,4500,15,1540,1.5
2024-01-14 12:00:00,2,494.0,9.83,28.79,0.69,23.37,16.47,26.65,3.89,Lima,2024-01-14,9674755,3220,81,4500,15,1540,1.5
2024-01-15 12:00:00,2,393.87,1.56,27.08,8.49,24.8,11.35,19.61,2.69,Lima,2024-01-15,9674755,3220,81,4500,15,1540,1.5
2024-01-16 12:00:00,3,594.14,17.88,34.27,0.43,43.87,25.39,41.61,4.62,Lima,2024-01-16,9674755,3220,81,4500,15,1540,1.5
2024-01-17 12:00:00,3,988.01,41.57,33.59,0.07,39.58,34.88,50.07,10.64,Lima,2024-01-17,9674755,3220,81,4500,15,1540,1.5
2024-01-18 12:00:00,3,580.79,17.66,35.99,0.39,49.59,29.36,47.85,3.74,Lima,2024-01-18,9674755,3220,81,4500,15,1540,1.5
2024-01-19 12:00:00,3,947.95,51.86,30.85,0.23,59.13,41.55,58.59,8.11,Lima,2024-01-19,9674755,3220,81,4500,15,1540,1.5
2024-01-20 12:00:00,3,707.63,30.4,28.79,0.95,29.56,27.4,41.59,5.19,Lima,2024-01-20,9674755,3220,81,4500,15,1540,1.5
2024-01-21 12:00:00,2,514.03,15.2,27.42,0.51,31.47,18.58,27.68,3.67,Lima,2024-01-21,9674755,3220,81,4500,15,1540,1.5
2024-01-22 12:00:00,3,680.92,29.5,29.82,0.12,44.35,27.4,39.35,5.32,Lima,2024-01-22,9674755,3220,81,4500,15,1540,1.5
2024-01-23 12:00:00,3,1054.76,50.51,32.9,0.11,32.42,34.73,48.68,9.25,Lima,2024-01-23,9674755,3220,81,4500,15,1540,1.5
2024-01-24 12:00:00,2,547.41,20.12,28.79,0.51,47.68,24.69,37.03,3.45,Lima,2024-01-24,9674755,3220,81,4500,15,1540,1.5
2024-01-25 12:00:00,2,527.38,19.45,25.36,0.08,48.64,20.16,29.33,3.58,Lima,2024-01-25,9674755,3220,81,4500,15,1540,1.5
2024-01-26 12:00:00,3,827.79,38.89,27.76,0.48,41.48,27.97,39.8,6.84,Lima,2024-01-26,9674755,3220,81,4500,15,1540,1.5
2024-01-27 12:00:00,2,514.03,13.75,26.05,0.45,35.29,18.31,29.62,3.45,Lima,2024-01-27,9674755,3220,81,4500,15,1540,1.5
2024-01-28 12:00:00,2,440.6,8.05,21.93,0.85,28.13,13.05,22.69,2.88,Lima,2024-01-28,9674755,3220,81,4500,15,1540,1.5
2024-01-29 12:00:00,2,487.33,13.97,22.28,0.44,39.1,16.62,28.21,3.7,Lima,2024-01-29,9674755,3220,81,4500,15,1540,1.5
2024-01-30 12:00:00,3,1161.58,57.22,27.42,0.04,42.44,37.81,50.73,13.05,Lima,2024-01-30,9674755,3220,81,4500,15,1540,1.5
2024-01-31 12:00:00,2,640.87,21.01,25.02,0.45,33.86,19.91,30.77,4.81,Lima,2024-01-31,9674755,3220,81,4500,15,1540,1.5
2024-02-01 12:00:00,2,774.38,28.61,29.13,0.44,40.05,24.87,36.22,6.33,Lima,2024-02-01,9674755,3220,81,4500,15,1540,1.5
2024-02-02 12:00:00,2,680.92,23.92,24.68,0.25,39.1,20.34,29.19,5.26,Lima,2024-02-02,9674755,3220,81,4500,15,1540,1.5
2024-02-03 12:00:00,2,500.68,7.93,25.36,0.64,28.37,11.92,18.83,3.07,Lima,2024-02-03,9674755,3220,81,4500,15,1540,1.5
2024-02-04 12:00:00,3,660.9,27.49,28.1,0.31,44.82,25.35,33.95,4.62,Lima,2024-02-04,9674755,3220,81,4500,15,1540,1.5
2024-02-05 12:00:00,3,1001.36,39.79,36.33,0.12,37.67,31.8,46.13,7.6,Lima,2024-02-05,9674755,3220,81,4500,15,1540,1.5
2024-02-06 12:00:00,2,707.63,22.35,32.56,0.89,38.15,23.5,34.13,5.76,Lima,2024-02-06,9674755,3220,81,4500,15,1540,1.5
2024-02-07 12:00:00,2,594.14,13.41,33.59,0.58,41.96,18.97,28.81,4.5,Lima,2024-02-07,9674755,3220,81,4500,15,1540,1.5
2024-02-08 12:00:00,2,647.54,20.12,35.99,0.27,55.31,24.89,37.44,5.38,Lima,2024-02-08,9674755,3220,81,4500,15,1540,1.5
2024-02-09 12:00:00,2,640.87,20.12,32.22,0.45,47.68,22.18,35.16,5.19,Lima,2024-02-09,9674755,3220,81,4500,15,1540,1.5
2024-02-10 12:00:00,3,1001.36,46.04,30.85,0.25,32.9,30.73,44.48,10.39,Lima,2024-02-10,9674755,3220,81,4500,15,1540,1.5
2024-02-11 12:00:00,3,1028.06,49.17,28.79,0.17,44.82,32.22,43.84,12.92,Lima,2024-02-11,9674755,3220,81,4500,15,1540,1.5
2024-02-12 12:00:00,2,480.65,11.06,22.62,0.25,36.72,12.04,18.02,3.61,Lima,2024-02-12,9674755,3220,81,4500,15,1540,1.5
2024-02-13 12:00:00,2,560.76,19.0,26.39,0.52,46.25,18.53,26.97,4.43,Lima,2024-02-13,9674755,3220,81,4500,15,1540,1.5
2024-02-14 12:00:00,2,547.41,16.99,27.76,0.51,40.05,18.42,28.17,3.96,Lima,2024-02-14,9674755,3220,81,4500,15,1540,1.5
2024-02-15 12:00:00,2,720.98,25.48,32.56,0.46,41.96,23.81,39.13,6.14,Lima,2024-02-15,9674755,3220,81,4500,15,1540,1.5
2024-02-16 12:00:00,3,660.9,23.69,32.56,0.45,40.53,25.71,40.34,4.94,Lima,2024-02-16,9674755,3220,81,4500,15,1540,1.5
2024-02-17 12:00:00,3,1094.82,58.11,33.93,0.2,50.54,38.78,54.3,14.57,Lima,2024-02-17,9674755,3220,81,4500,15,1540,1.5
2024-02-18 12:00:00,3,854.49,36.66,37.7,0.36,36.24,32.4,47.61,7.6,Lima,2024-02-18,9674755,3220,81,4500,15,1540,1.5
2024-02-19 12:00:00,3,1041.41,47.83,42.16,0.18,47.21,42.9,64.08,9.37,Lima,2024-02-19,9674755,3220,81,4500,15,1540,1.5
